"GWAS","LOC_NUM","GENE","Pubmed hits","Pubmed hits gene only"
"Progression",2,"SLC44A1",1,33
"Progression",2,"TAL2",0,42
"Progression",2,"TMEM38B",0,29
"Asian",1,"LOC101929109",0,0
"Asian",1,"F2RL2",0,14
"Asian",1,"NCRUPAR",0,2
"Asian",1,"SNORA47",0,6
"Asian",1,"HMGCR",3,1160
"Asian",1,"ANKDD1B",0,3
"Asian",1,"LOC441087",0,0
"Asian",1,"IQGAP2",0,87
"Asian",1,"F2RL1",0,55
"Asian",1,"CRHBP",0,102
"Asian",1,"ZBED3",0,24
"Asian",1,"AGGF1",0,67
"Asian",1,"POLK",0,177
"Asian",1,"COL4A3BP",0,11
"Asian",1,"POC5",0,18
"Asian",1,"F2R",1,99
"Asian",1,"ZBED3-AS1",0,7
"Asian",1,"S100Z",0,16
"Asian",1,"PDE8B",4,86
"Asian",1,"SV2C",11,69
"Asian",2,"MIR3914-1",0,0
"Asian",2,"MIR3914-2",0,0
"Asian",2,"GALNT17",0,3
"Asian",2,"CALN1",0,19
"Asian",2,"AUTS2",0,118
